# center mu_1 mu_2 mu_3 mu_4 mu_5
1.915691207687373110e+00 -4.075760469690734134e+00 -4.081187166263934074e+00 -4.035107970231981867e+00 -4.060501794694210353e+00 -3.973433470955236579e+00
1.933588147033287630e+00 -4.075346904439014040e+00 -4.080713793298773595e+00 -4.034536356365179266e+00 -4.060150803830020472e+00 -3.972927037497345104e+00
1.951498265885199368e+00 -4.075108938089616828e+00 -4.080451048010049320e+00 -4.034247877107303815e+00 -4.059927399422233130e+00 -3.972650248256905048e+00
1.969422556539765612e+00 -4.075150458450703006e+00 -4.080561955501723403e+00 -4.034404216527921250e+00 -4.059893840988383573e+00 -3.972645313461392824e+00
1.987346330093777702e+00 -4.075130001550520298e+00 -4.080534758122722039e+00 -4.034435448442257766e+00 -4.059863242468711775e+00 -3.972707032234986890e+00
2.005280648680787703e+00 -4.075263250054184105e+00 -4.080576496252353635e+00 -4.034347271936879586e+00 -4.059955488198121465e+00 -3.972792066461281912e+00
2.023215821157954064e+00 -4.076276442719181325e+00 -4.081632166171660359e+00 -4.035400140675431402e+00 -4.060994194068935137e+00 -3.973747012214026153e+00
2.041147117972528235e+00 -4.076501739239150268e+00 -4.081934191706404036e+00 -4.035695019027987662e+00 -4.061250442987378584e+00 -3.973945735502353305e+00
2.059097813607770444e+00 -4.076554461327471124e+00 -4.082012954025207918e+00 -4.035706762986958296e+00 -4.061194662372981767e+00 -3.973855733211571817e+00
2.077031950532634230e+00 -4.075955243058398736e+00 -4.081407263928630513e+00 -4.035113729322687526e+00 -4.060510377482151156e+00 -3.973250892315456806e+00
2.094971800529549899e+00 -4.076010240351533476e+00 -4.081458565725844423e+00 -4.035078545235201375e+00 -4.060486924134250053e+00 -3.973203588356972737e+00
2.112921608831503040e+00 -4.076527615778671176e+00 -4.082045869049101938e+00 -4.035624299727667896e+00 -4.060815832951193194e+00 -3.973532763740095231e+00
2.130885358925728390e+00 -4.076209474093938745e+00 -4.081812534467813336e+00 -4.035464511936114995e+00 -4.060584072565806224e+00 -3.973191922815763721e+00
2.148850233843397017e+00 -4.075897557659406090e+00 -4.081403229222228646e+00 -4.034852769966565056e+00 -4.060171733062465371e+00 -3.972592826572626468e+00
2.166810944358552149e+00 -4.075687059534840451e+00 -4.081241395857293952e+00 -4.034663751505994433e+00 -4.059912913626796183e+00 -3.972353132626817995e+00
2.184783889266098900e+00 -4.076321951969634760e+00 -4.081893797950849390e+00 -4.035291574853486551e+00 -4.060510676510327599e+00 -3.972956936973550679e+00
2.202762460915892895e+00 -4.077377507911351451e+00 -4.082946012348751097e+00 -4.036308228617960125e+00 -4.061553728844903510e+00 -3.973954803675969760e+00
2.220744488322768717e+00 -4.077363147777285590e+00 -4.082865351552234401e+00 -4.036260138631705630e+00 -4.061610206570938075e+00 -3.974039294614366558e+00
2.238716589909403254e+00 -4.077397135529549743e+00 -4.082890938348159082e+00 -4.036228655180238434e+00 -4.061604365837524711e+00 -3.974017924808351587e+00
2.256693848568996241e+00 -4.076948319012110744e+00 -4.082418246967435493e+00 -4.035714085524497285e+00 -4.061190742750347304e+00 -3.973525430417491844e+00
2.274666685078130524e+00 -4.077381282648710581e+00 -4.082795029239346007e+00 -4.036085150364842278e+00 -4.061571577571138292e+00 -3.974039062077741491e+00
2.292634122802919450e+00 -4.078329551399908048e+00 -4.083775498134999182e+00 -4.036950495521694826e+00 -4.062400702673449437e+00 -3.974794554499303523e+00
2.310594556832287871e+00 -4.078246014124390584e+00 -4.083769823987571712e+00 -4.037060622351638095e+00 -4.062336399818982535e+00 -3.974837515069129523e+00
2.328551347025357376e+00 -4.079276660089131035e+00 -4.084847542027905121e+00 -4.038091502803632160e+00 -4.063377679736843717e+00 -3.975829225828725999e+00
2.346486492372244825e+00 -4.079673129904753281e+00 -4.085221488532551959e+00 -4.038495477344588913e+00 -4.063842555406758983e+00 -3.976243920231060880e+00
2.364405905728400370e+00 -4.078554230180254869e+00 -4.084219666058590548e+00 -4.037584314464954360e+00 -4.062736324592532533e+00 -3.975198706680930893e+00
2.382329912921602233e+00 -4.079183479270331425e+00 -4.084776838171924496e+00 -4.038150161166609742e+00 -4.063363895832439177e+00 -3.975937798088257313e+00
2.400237764639419513e+00 -4.079624050466247986e+00 -4.085214297895582547e+00 -4.038528200832940840e+00 -4.063806919627880987e+00 -3.976296344561454532e+00
2.418126753540611684e+00 -4.079667639659763978e+00 -4.085209313033244527e+00 -4.038507752254379746e+00 -4.063781556328831535e+00 -3.976310974806931409e+00
2.436019087726404742e+00 -4.079731232557790577e+00 -4.085222038464998207e+00 -4.038451861799703835e+00 -4.063819383297741616e+00 -3.976263413221329479e+00
2.453958888406897021e+00 -4.079318911484027588e+00 -4.084729159794907360e+00 -4.037968397222275740e+00 -4.063457048939029370e+00 -3.975947473323041326e+00
2.471895532298588716e+00 -4.079247147300319121e+00 -4.084690636338734748e+00 -4.038044743254967095e+00 -4.063419475706684381e+00 -3.976011535140571151e+00
2.489838276848826304e+00 -4.079193327568510163e+00 -4.084633611199812719e+00 -4.038051569491766024e+00 -4.063428766039029583e+00 -3.976099915370155280e+00
2.507787149189503406e+00 -4.078172470960256035e+00 -4.083546948006405941e+00 -4.036952570918752592e+00 -4.062489481726497154e+00 -3.975088034382679769e+00
2.525749570539422173e+00 -4.077945549935610536e+00 -4.083224244507723810e+00 -4.036689623340351751e+00 -4.062349090410029007e+00 -3.974996705417551901e+00
2.543702925196277054e+00 -4.077634084041172891e+00 -4.082759167694655744e+00 -4.036088921975018451e+00 -4.062072888308055241e+00 -3.974582203459420704e+00
2.561655241423405727e+00 -4.077561693625666450e+00 -4.082764187091854069e+00 -4.036188586991918292e+00 -4.062018514501273714e+00 -3.974609255384643269e+00
2.579617275765004880e+00 -4.078638868995107636e+00 -4.083865498948242134e+00 -4.037261556013685748e+00 -4.063122714759141552e+00 -3.975662552288888207e+00
2.597570024761131080e+00 -4.078741893269885566e+00 -4.083939113912611774e+00 -4.037242144836188373e+00 -4.063239985048425318e+00 -3.975646444504576937e+00
2.615520573119037628e+00 -4.078767860249578270e+00 -4.083941298929460118e+00 -4.037219078483666124e+00 -4.063268765943563565e+00 -3.975610199769123998e+00
2.633481033422165662e+00 -4.079863409001069918e+00 -4.085051710533665670e+00 -4.038330273687503080e+00 -4.064304653013675050e+00 -3.976677360906126335e+00
2.651452724738597944e+00 -4.078976416821826767e+00 -4.084182182054142629e+00 -4.037470326590899106e+00 -4.063406801423375292e+00 -3.975813478171933202e+00
2.669424903962192452e+00 -4.077885558674390509e+00 -4.083099476435808839e+00 -4.036410634152268528e+00 -4.062308505258484637e+00 -3.974728054210175721e+00
2.687422663470838913e+00 -4.077636761980828695e+00 -4.082945123613102467e+00 -4.036341404162483215e+00 -4.062154564704347770e+00 -3.974590529590346311e+00
2.705424236519348824e+00 -4.077796369597702864e+00 -4.083132360284842832e+00 -4.036511249496651743e+00 -4.062302469316339426e+00 -3.974700933068160857e+00
2.723451436832033945e+00 -4.077314153951542508e+00 -4.082686194492270104e+00 -4.036049581996977942e+00 -4.061808075069061275e+00 -3.974259814393063195e+00
2.741489202660121638e+00 -4.077283517416401715e+00 -4.082660079444709211e+00 -4.036094437716968741e+00 -4.061817120538119497e+00 -3.974266549979737828e+00
2.759505882801870591e+00 -4.077719400055974219e+00 -4.083050178926582063e+00 -4.036544296412647448e+00 -4.062321564046897926e+00 -3.974812020789485256e+00
2.777532335620010784e+00 -4.077583532392326404e+00 -4.082950865892374992e+00 -4.036425683323038527e+00 -4.062111688030435097e+00 -3.974605943789081053e+00
2.795549234259876226e+00 -4.077007233338104442e+00 -4.082300362349728928e+00 -4.035687600998319802e+00 -4.061576379639544321e+00 -3.974014282628963279e+00
2.813576489505710043e+00 -4.077039552494757579e+00 -4.082303489777951100e+00 -4.035627171665002066e+00 -4.061629426146599720e+00 -3.973981418826033618e+00
2.831602140567566650e+00 -4.076735058891837404e+00 -4.081959059010999979e+00 -4.035351737994502308e+00 -4.061413121643074220e+00 -3.973828747724627686e+00
2.849638885709509406e+00 -4.075619248010606377e+00 -4.080919577245433416e+00 -4.034346640953938135e+00 -4.060294861790001875e+00 -3.972703388327754936e+00
2.867656292229253445e+00 -4.076218454489231924e+00 -4.081568771073589730e+00 -4.034980080838857397e+00 -4.060946649441079970e+00 -3.973248050683144683e+00
2.885721301833352737e+00 -4.077122665245178190e+00 -4.082467605554541024e+00 -4.035847364672045856e+00 -4.061818649641733003e+00 -3.974085182229949442e+00
2.903790763186945068e+00 -4.077108255845903528e+00 -4.082473354060187631e+00 -4.035877310228609183e+00 -4.061782876775709816e+00 -3.974104586773210990e+00
2.921847649515607159e+00 -4.076606828528421822e+00 -4.081947838783802851e+00 -4.035420922499562302e+00 -4.061342361768352838e+00 -3.973708395682065131e+00
2.939901960162381922e+00 -4.076584246968481651e+00 -4.081946987484691647e+00 -4.035450447749642677e+00 -4.061345379521260845e+00 -3.973705479487400716e+00
2.957950086458422057e+00 -4.076574776471083794e+00 -4.081950278516012887e+00 -4.035477107139723074e+00 -4.061294279825525599e+00 -3.973742012419347880e+00
2.976012554499031459e+00 -4.076998766337522895e+00 -4.082437432094561558e+00 -4.035955068699236037e+00 -4.061593814440586314e+00 -3.974108057617592671e+00
2.994084603774778586e+00 -4.076689369390815720e+00 -4.082086895891130496e+00 -4.035688635609356645e+00 -4.061393252431114043e+00 -3.973959968616086691e+00
3.012182213764964978e+00 -4.077606302628167256e+00 -4.083081747869302447e+00 -4.036614692364502766e+00 -4.062181601147856647e+00 -3.974706354471209568e+00
3.030260356769166386e+00 -4.077422261079536092e+00 -4.082971054452604776e+00 -4.036527778179610060e+00 -4.061985553561441975e+00 -3.974521928568322870e+00
3.048346012365730218e+00 -4.077931123427601889e+00 -4.083502201128037967e+00 -4.037015143016596141e+00 -4.062411410071031348e+00 -3.974886751060768830e+00
3.066426456145225465e+00 -4.078558242904098741e+00 -4.084051124396205878e+00 -4.037534883532350349e+00 -4.063128883669568481e+00 -3.975567121262951975e+00
3.084476029872056380e+00 -4.077866664888537329e+00 -4.083446050172831576e+00 -4.037005639786855227e+00 -4.062511201457389198e+00 -3.974928448039359186e+00
3.102500465792053408e+00 -4.077928937295443923e+00 -4.083574857468679653e+00 -4.037121528063899234e+00 -4.062462213889227236e+00 -3.974953208175599606e+00
3.120524644691339944e+00 -4.077852828524591189e+00 -4.083476406774773082e+00 -4.037069646815256263e+00 -4.062371568749084005e+00 -3.974987365481956747e+00
3.138581143415975827e+00 -4.077424173463786161e+00 -4.083030389094608026e+00 -4.036671720470456748e+00 -4.061956746469835622e+00 -3.974638524141223872e+00
3.156630920638158866e+00 -4.077378091096273138e+00 -4.083026198780416394e+00 -4.036715821430426843e+00 -4.061994076630592865e+00 -3.974622649264029306e+00
3.174637350754792475e+00 -4.078397039427454018e+00 -4.084071222980806937e+00 -4.037792885746471327e+00 -4.063019672887024925e+00 -3.975603158018638172e+00
3.192640296652817788e+00 -4.079415879930978761e+00 -4.085127937308980606e+00 -4.038862518765752974e+00 -4.064018381844511474e+00 -3.976606474089412924e+00
3.210639126333049820e+00 -4.079577392374813982e+00 -4.085380609977462996e+00 -4.039226119091707368e+00 -4.064192620572435466e+00 -3.976913615240186495e+00
3.228604109579336967e+00 -4.079992504679264442e+00 -4.085761185147973151e+00 -4.039570437413755322e+00 -4.064641440969285036e+00 -3.977342608561354353e+00
3.246882350509294302e+00 -4.079770122112565289e+00 -4.085588156362147672e+00 -4.039453598974222182e+00 -4.064383705099234412e+00 -3.977057569653168034e+00
3.265242165074480063e+00 -4.079619123211970511e+00 -4.085469643947668317e+00 -4.039308340478156900e+00 -4.064233621557622911e+00 -3.976858129365753225e+00
3.283713688521361362e+00 -4.078681628329859699e+00 -4.084525612357563062e+00 -4.038475760310682894e+00 -4.063352608608006733e+00 -3.976084741294775515e+00
3.318049545626305274e+00 -4.079700949582725222e+00 -4.085589937897548651e+00 -4.039585391598317088e+00 -4.064275824159810924e+00 -3.977085529467126346e+00
3.352241021398161269e+00 -4.079445884695630298e+00 -4.085382131061265909e+00 -4.039396873387399722e+00 -4.064045216619264878e+00 -3.976897632981688080e+00
3.370496090563995129e+00 -4.079426143250258541e+00 -4.085404943786716814e+00 -4.039469871167610471e+00 -4.063961353912064034e+00 -3.976889330746658846e+00
3.388562640949048355e+00 -4.079762277460591946e+00 -4.085846493877721031e+00 -4.039985631673117972e+00 -4.064288978924285978e+00 -3.977247879162719268e+00
3.406643840556331959e+00 -4.079825325352592458e+00 -4.085821275099913663e+00 -4.039888159065083251e+00 -4.064399457879042110e+00 -3.977227329071214790e+00
3.424727935335237117e+00 -4.080299822416761479e+00 -4.086348739898314264e+00 -4.040386652940058276e+00 -4.064791705192055460e+00 -3.977620558913298687e+00
3.442819164781909524e+00 -4.080359512309660097e+00 -4.086438084091586376e+00 -4.040576114379175188e+00 -4.064962446637792937e+00 -3.977871302965835465e+00
3.460845396793231554e+00 -4.080126035314533439e+00 -4.086192890327797755e+00 -4.040313362102063266e+00 -4.064738387367513361e+00 -3.977621506175346600e+00
3.478877266569637250e+00 -4.080143544653525467e+00 -4.086181960660534074e+00 -4.040315616212396321e+00 -4.064634546679217308e+00 -3.977699129447012982e+00
3.496933033078399422e+00 -4.080230805600170818e+00 -4.086234923354835402e+00 -4.040360897134888774e+00 -4.064670823976612724e+00 -3.977775630135965024e+00
3.515012605266996548e+00 -4.079682591536132996e+00 -4.085593378721039670e+00 -4.039626699676330368e+00 -4.064082221009853058e+00 -3.977171609174717570e+00
3.533108677777185402e+00 -4.079161292651253490e+00 -4.085032164404625021e+00 -4.038961762927431032e+00 -4.063438715213410823e+00 -3.976447139613150217e+00
3.551186357892100798e+00 -4.079050414023753568e+00 -4.084918246291092458e+00 -4.038797410886673767e+00 -4.063219777639875296e+00 -3.976260757292372716e+00
3.569327348925614096e+00 -4.078810687347704800e+00 -4.084659406025160422e+00 -4.038572226316845537e+00 -4.062992381119786778e+00 -3.976127266606940047e+00
3.587419776148648154e+00 -4.079802873640920424e+00 -4.085677094796652753e+00 -4.039644765308300300e+00 -4.064012179073390740e+00 -3.977151112101497965e+00
3.605509813928943430e+00 -4.079784581325661463e+00 -4.085677801841482548e+00 -4.039676682383121609e+00 -4.063952931405733437e+00 -3.977178044261989509e+00
3.623605447820634318e+00 -4.079629570475185041e+00 -4.085510258236098480e+00 -4.039512328751340142e+00 -4.063773826099382092e+00 -3.977046671079794482e+00
3.641700577014755691e+00 -4.079856286725442871e+00 -4.085806270715588440e+00 -4.039815970321865457e+00 -4.064007092896739337e+00 -3.977190817443934989e+00
3.659801965160832005e+00 -4.080876045552904507e+00 -4.086890688238877800e+00 -4.040992085120613808e+00 -4.065013832747349731e+00 -3.978294247983674925e+00
3.677899140456498905e+00 -4.081922979824870623e+00 -4.087927791230004715e+00 -4.042021142092929509e+00 -4.066009879158556828e+00 -3.979307123557855874e+00
3.696000819047975394e+00 -4.083062411094631194e+00 -4.089092985240929679e+00 -4.043134799432404058e+00 -4.067014876840131521e+00 -3.980309657157476977e+00
3.714064646437660766e+00 -4.083568197394381372e+00 -4.089579052094263645e+00 -4.043533846035628265e+00 -4.067518326442766785e+00 -3.980749443148695388e+00
3.732127147666901568e+00 -4.082479236483881557e+00 -4.088507260851795166e+00 -4.042512185156340365e+00 -4.066551483555315372e+00 -3.979764538731440648e+00
3.750179884816161380e+00 -4.082477643093648467e+00 -4.088495968832088323e+00 -4.042515256954300362e+00 -4.066573930547844107e+00 -3.979757337543853968e+00
3.768236431689089727e+00 -4.082545446714645365e+00 -4.088575507128552999e+00 -4.042589338121549858e+00 -4.066574018027376169e+00 -3.979818240997693213e+00
3.786290302037106148e+00 -4.082339456372615416e+00 -4.088355834303213143e+00 -4.042376260598738114e+00 -4.066309519228131109e+00 -3.979602160950509671e+00
3.804336929253573363e+00 -4.082747244933488950e+00 -4.088720056903170530e+00 -4.042745015495460059e+00 -4.066704038556701484e+00 -3.980058311959650208e+00
3.822384809567068498e+00 -4.083793471819204157e+00 -4.089751528065360020e+00 -4.043751821799284940e+00 -4.067755504895133711e+00 -3.981074285259778911e+00
3.840420148714114301e+00 -4.083912209582695851e+00 -4.089893081265838504e+00 -4.043949935773953897e+00 -4.067905416308698285e+00 -3.981246194504710179e+00
3.858457642197469895e+00 -4.082782513110251088e+00 -4.088736721061804857e+00 -4.042828456757963984e+00 -4.066876011297577698e+00 -3.980254975133371342e+00
3.876504672836617260e+00 -4.082771826930325254e+00 -4.088744940360232505e+00 -4.042887885406070581e+00 -4.066790299978687351e+00 -3.980242362249058807e+00
3.894532347043718978e+00 -4.083855808624866413e+00 -4.089863033681185200e+00 -4.044010214182973684e+00 -4.067822027267762763e+00 -3.981295470966216499e+00
3.912548985571548510e+00 -4.083434798090285867e+00 -4.089451421085998462e+00 -4.043632770826599554e+00 -4.067411946934933020e+00 -3.980910022588596497e+00
3.930567937809863022e+00 -4.083325731711890505e+00 -4.089387634124751258e+00 -4.043620698534094338e+00 -4.067329787542236730e+00 -3.980854016018037456e+00
